loan_amount,term,int_rate,installment,applicant,loan_length,home_ownership,annual_income,state
30000,"36 months",5.0000,99.9999,"Registered Nurse","4 years",MORTGAGE,92000,MO
1000,"36 months",9.9999,38.9200,"Patient care technician","4 years",MORTGAGE,39000,CA
16000,"36 months",6.4600,99.9999,"Registered nurse","10+ years",MORTGAGE,110000,NY
16800,"36 months",9.9999,99.9999,"Medical Coder","8 years",MORTGAGE,47800,NE
6500,"36 months",9.9999,99.9999,Custodian,"< 1 year",MORTGAGE,42000,IN
6500,"36 months",6.4600,99.9999,"Production Supervisor","3 years",MORTGAGE,40000,OH
12000,"60 months",9.9999,99.9999,"""","< 1 year",RENT,55000,CA
11500,"36 months",8.1900,99.9999,President,"10+ years",MORTGAGE,173370,MN
40000,"36 months",8.1900,99.9999,"Handbags Manager","9 years",MORTGAGE,55000,CA
31000,"60 months",9.9999,99.9999,"Senior Project Coordinator","1 year",RENT,52000,AZ
20000,"60 months",9.9999,99.9999,laborer,"10+ years",RENT,38000,MS
21000,"60 months",9.9999,99.9999,"Admission Counsellor","4 years",MORTGAGE,51000,NH
10000,"36 months",9.9999,99.9999,RN,"2 years",MORTGAGE,90000,MO
8400,"36 months",6.4600,99.9999,"Assistant Foreman","10+ years",MORTGAGE,130000,WV
30000,"60 months",9.9999,99.9999,"Account Manager","1 year",MORTGAGE,75000,NC
1600,"36 months",8.8100,50.7400,"Deli Manager","7 years",RENT,35000,KS
13000,"60 months",9.9999,99.9999,"Assistant manager","2 years",RENT,32000,VA
25000,"60 months",9.9999,99.9999,"Relationship Banker","1 year",OWN,50000,NY
12000,"60 months",9.9999,99.9999,"Steam Ops/Electrical Superviso","2 years",MORTGAGE,150000,CT
2000,"36 months",9.9999,71.2200,teacher,"10+ years",MORTGAGE,64600,PA
24000,"60 months",9.9999,99.9999,"IT Project Manager","10+ years",RENT,83000,PA
13000,"36 months",8.8100,99.9999,"Underground Miner","5 years",MORTGAGE,120000,NV
15000,"36 months",8.8100,99.9999,"Fork lifter","4 years",OWN,25000,IN
18000,"60 months",9.9999,99.9999,Manager,"10+ years",RENT,68000,CA
23000,"60 months",9.9999,99.9999,"Production Manager","10+ years",RENT,78000,CA
12000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,42000,CA
15000,"60 months",9.9999,99.9999,"""","< 1 year",OWN,126000,FL
30000,"60 months",9.9999,99.9999,"Pharmacy Technician Coordinato","10+ years",MORTGAGE,50000,FL
20000,"60 months",8.1900,99.9999,"Dept. Manager","10+ years",MORTGAGE,88000,IL
14425,"36 months",9.9999,99.9999,"Senior Analyst","7 years",RENT,125000,FL
36425,"60 months",9.9999,99.9999,"Insurance rep","10+ years",MORTGAGE,53000,MN
5000,"36 months",9.9999,99.9999,CNA,"2 years",RENT,35140,NY
6000,"36 months",8.8100,99.9999,"Dept of Parks","5 years",RENT,56500,NY
20000,"36 months",9.9999,99.9999,"Speech Therapist","8 years",MORTGAGE,90000,AL
12500,"60 months",9.9999,99.9999,Conductor,"10+ years",MORTGAGE,75000,NY
18000,"60 months",9.9999,99.9999,"Software Developer","3 years",MORTGAGE,130000,TX
3000,"36 months",8.1900,94.2800,"Branch Manager","< 1 year",RENT,79992,NY
3000,"36 months",8.8100,95.1400,"press operator","10+ years",MORTGAGE,36000,SC
18000,"36 months",5.0000,99.9999,"Support Engineer","< 1 year",MORTGAGE,115000,NC
10000,"36 months",9.9999,99.9999,"VP Merchant Services","5 years",MORTGAGE,140000,OR
4000,"36 months",9.9999,99.9999,"service advisor","5 years",MORTGAGE,60000,TX
20000,"60 months",9.9999,99.9999,Teacher,"4 years",MORTGAGE,65000,NJ
21600,"36 months",7.5600,99.9999,"RECRUITER SNCOIC","10+ years",RENT,75000,TX
5000,"36 months",8.8100,99.9999,"master deputy","10+ years",MORTGAGE,58000,FL
10000,"36 months",9.9999,99.9999,"Billing dept","10+ years",RENT,34000,NV
15600,"60 months",9.9999,99.9999,"Telecom Engineer","4 years",MORTGAGE,90000,CO
19200,"60 months",9.9999,99.9999,"Courtroom clerk","10+ years",MORTGAGE,80000,CA
9375,"36 months",9.9999,99.9999,"Assistant Manager","10+ years",MORTGAGE,48500,AL
10000,"60 months",9.9999,99.9999,"Contract Administrator","2 years",RENT,62000,CA
4000,"36 months",6.4600,99.9999,Commander,"10+ years",MORTGAGE,119000,CO
2700,"36 months",8.1900,84.8500,Stylist,"4 years",OWN,24000,MI
12000,"36 months",9.9999,99.9999,"""",n/a,RENT,55000,NY
16000,"36 months",9.9999,99.9999,"Outdoor Services","< 1 year",MORTGAGE,24960,CA
35000,"36 months",9.9999,99.9999,"Head of Operarions","5 years",RENT,125500,NY
3000,"36 months",8.8100,95.1400,"Patient Care Associate","< 1 year",RENT,85000,WA
10000,"60 months",9.9999,99.9999,"Truck Driver","2 years",RENT,54000,PA
15450,"36 months",9.9999,99.9999,"Chief Information Officer","3 years",MORTGAGE,133600,MD
40000,"36 months",8.1900,99.9999,"Branch Manager","2 years",MORTGAGE,100000,AZ
7500,"36 months",5.0000,99.9999,"High School Special Education ","7 years",MORTGAGE,57000,UT
20500,"36 months",9.9999,99.9999,"Senior Technical Writer / Anal","3 years",RENT,77000,OR
4500,"36 months",9.9999,99.9999,"Human Resources Generalist","< 1 year",MORTGAGE,115800,MD
19000,"36 months",9.9999,99.9999,"Operations Manager","9 years",MORTGAGE,77405,TX
34800,"60 months",9.9999,99.9999,"Emergency Management Coordinat","< 1 year",RENT,106000,MD
25000,"60 months",9.9999,99.9999,Teacher,"10+ years",MORTGAGE,55758,NV
11000,"60 months",9.9999,99.9999,"Vice President","5 years",MORTGAGE,188000,CO
20075,"36 months",9.9999,99.9999,"Maintenance supervisor","8 years",OWN,50000,TX
28000,"36 months",9.9999,99.9999,"Senior Analyst","4 years",MORTGAGE,130000,MD
15000,"60 months",9.9999,99.9999,Mason,"7 years",RENT,65000,MA
12000,"36 months",8.8100,99.9999,"""",n/a,MORTGAGE,120000,TX
4000,"36 months",9.9999,99.9999,Supervisor,"1 year",RENT,73000,NJ
5000,"36 months",5.0000,99.9999,"IT Consultant","4 years",MORTGAGE,126000,IN
6025,"36 months",9.9999,99.9999,Welder,"< 1 year",RENT,21600,MA
24000,"60 months",9.9999,99.9999,"Operations Manager","10+ years",MORTGAGE,140000,OH
1000,"36 months",9.9999,38.9200,"HR Director","3 years",RENT,60000,OH
5000,"36 months",9.9999,99.9999,Technician,"5 years",MORTGAGE,30000,NY
19375,"36 months",9.9999,99.9999,"banquet server","5 years",MORTGAGE,75000,FL
15000,"36 months",9.9999,99.9999,"Registered Nurse","2 years",MORTGAGE,62000,NC
14400,"36 months",9.9999,99.9999,"Personalized Living Manager","< 1 year",RENT,70000,IL
22500,"60 months",9.9999,99.9999,"Facilities Maintenance Assista","1 year",MORTGAGE,85000,CA
15000,"60 months",8.1900,99.9999,"Finance Coordinator","2 years",RENT,63000,NY
20000,"36 months",8.1900,99.9999,Chef,"7 years",RENT,55000,PA
15000,"36 months",8.1900,99.9999,"""","< 1 year",OWN,175000,CA
10000,"60 months",9.9999,99.9999,SSG,"6 years",RENT,51000,VA
15000,"36 months",7.5600,99.9999,"Cabinet maker","10+ years",MORTGAGE,200000,ID
9600,"36 months",8.8100,99.9999,Manager,"10+ years",MORTGAGE,95000,NY
10000,"36 months",9.9999,99.9999,"Adult Beverage Licensing Speci","1 year",MORTGAGE,88340,CO
12000,"36 months",9.9999,99.9999,Deputy,"< 1 year",RENT,50000,OR
20000,"60 months",9.9999,99.9999,"School Director","4 years",RENT,92000,LA
24000,"36 months",8.1900,99.9999,"Account Manager","6 years",MORTGAGE,338000,TX
9000,"36 months",9.9999,99.9999,"""",n/a,RENT,25400,KS
10000,"36 months",8.1900,99.9999,Mechanic,"10+ years",MORTGAGE,60000,WA
12000,"36 months",6.4600,99.9999,"Social Studies Teacher","6 years",RENT,38000,NJ
10000,"60 months",9.9999,99.9999,"Insurance coordinator","9 years",RENT,40000,PA
28000,"60 months",8.8100,99.9999,"Information and Solutions Anal","10+ years",MORTGAGE,103939,WI
7000,"36 months",5.0000,99.9999,"Production Associate","7 years",MORTGAGE,38979,MI
40000,"60 months",9.9999,99.9999,"Practice Manager","6 years",MORTGAGE,65000,MO
16000,"36 months",5.0000,99.9999,"""",n/a,OWN,75000,NY
12000,"36 months",9.9999,99.9999,"Front End UI Software Develope","4 years",RENT,90000,CA
10000,"36 months",7.5600,99.9999,Nurse,"4 years",MORTGAGE,77600,NV
13000,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,0,AZ
40000,"36 months",8.1900,99.9999,"Truck driver","< 1 year",MORTGAGE,65000,OH
15000,"60 months",9.9999,99.9999,"Lead Technician /Highly Skille","2 years",MORTGAGE,70000,OH
25000,"60 months",9.9999,99.9999,"US Navy Chief Petty Officer","10+ years",MORTGAGE,85000,WA
11000,"60 months",8.1900,99.9999,Detective,"5 years",RENT,60000,LA
12000,"36 months",9.9999,99.9999,"Executive Chef","< 1 year",RENT,65000,NC
15000,"36 months",6.4600,99.9999,"IT Director","8 years",MORTGAGE,148000,UT
38000,"36 months",9.9999,99.9999,"Case Manager","6 years",MORTGAGE,36000,NH
10000,"36 months",7.5600,99.9999,"""","2 years",RENT,25000,KY
7000,"36 months",9.9999,99.9999,Cashier,"4 years",MORTGAGE,26000,TX
25000,"60 months",9.9999,99.9999,"Service Coordinator","2 years",MORTGAGE,55000,OR
10500,"36 months",7.5600,99.9999,"Police officer","9 years",MORTGAGE,86000,VA
20000,"60 months",9.9999,99.9999,"Instructor/Transporter/Job Coa","4 years",RENT,30000,WI
6600,"36 months",9.9999,99.9999,"""",n/a,RENT,23000,NJ
40000,"60 months",9.9999,99.9999,"Senior Program Analyst","10+ years",MORTGAGE,115000,CA
16000,"36 months",8.8100,99.9999,"Clinical Manager","9 years",RENT,106000,RI
10000,"36 months",9.9999,99.9999,"General Manager","10+ years",MORTGAGE,130000,KY
8000,"36 months",7.5600,99.9999,"Associate Research Fellow","10+ years",MORTGAGE,250000,CA
40000,"36 months",9.9999,99.9999,"Deputy Director","10+ years",MORTGAGE,150000,MD
40000,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,31200,TX
3000,"36 months",9.9999,99.9999,"Meat Cutter","6 years",MORTGAGE,35000,NC
40000,"36 months",6.4600,99.9999,"Executive Director","4 years",MORTGAGE,135000,TX
8000,"36 months",9.9999,99.9999,"Hospice Nurse","8 years",MORTGAGE,98000,TX
13000,"60 months",9.9999,99.9999,"Collection Specialist","10+ years",MORTGAGE,33000,NY
10000,"36 months",9.9999,99.9999,"Patient services coordinator","9 years",RENT,55000,NV
40000,"60 months",8.1900,99.9999,"Customer Care Specialist- Remo","1 year",MORTGAGE,384000,IL
19200,"60 months",9.9999,99.9999,"Truck Driver","< 1 year",RENT,80000,CO
4000,"36 months",9.9999,99.9999,Electrician,"10+ years",RENT,40000,OK
16000,"36 months",8.1900,99.9999,"Medical Laboratory Technician","5 years",MORTGAGE,42900,TX
16000,"36 months",5.0000,99.9999,"Tax Examiner IV","10+ years",MORTGAGE,65000,VT
8250,"36 months",9.9999,99.9999,"Licensing Coordinator","2 years",RENT,40000,OH
40000,"36 months",5.0000,99.9999,"""","< 1 year",OWN,175000,KY
3000,"36 months",9.9999,99.9999,Conductor,"10+ years",MORTGAGE,80000,MO
3125,"36 months",6.4600,95.7300,"School Librarian","8 years",MORTGAGE,50000,TX
21000,"60 months",8.8100,99.9999,"Executive Assistant","1 year",MORTGAGE,40000,FL
12000,"60 months",9.9999,99.9999,Analyst,"4 years",RENT,55000,CA
10000,"36 months",8.1900,99.9999,Brewer,"2 years",MORTGAGE,55400,TX
16000,"36 months",9.9999,99.9999,"Care giver","3 years",RENT,71000,PA
25000,"36 months",9.9999,99.9999,Banker,"1 year",OWN,120000,MA
20000,"60 months",9.9999,99.9999,CSR,"10+ years",MORTGAGE,60000,FL
11025,"60 months",9.9999,99.9999,"EEG tech","1 year",OWN,66000,IL
18400,"36 months",9.9999,99.9999,"Speech Language Pathologist","6 years",MORTGAGE,160000,FL
2200,"36 months",9.9999,89.0100,"Building Maintenance","1 year",OWN,13520,AZ
12000,"36 months",8.1900,99.9999,"Sr. Computer Technician","4 years",MORTGAGE,60000,TX
40000,"36 months",9.9999,99.9999,"Senior Attorney","5 years",MORTGAGE,92000,NY
22950,"36 months",9.9999,99.9999,"HR Officer","6 years",RENT,100000,OH
16000,"36 months",9.9999,99.9999,"IT Service Delivery Specialist","< 1 year",OWN,72000,NY
40000,"36 months",8.8100,99.9999,"lead consultant","1 year",MORTGAGE,127000,VA
15000,"36 months",9.9999,99.9999,minister,"10+ years",MORTGAGE,114164,MS
15000,"60 months",9.9999,99.9999,"Social Worker","< 1 year",MORTGAGE,50000,NE
10000,"36 months",9.9999,99.9999,Manager,"8 years",RENT,64000,GA
20000,"60 months",9.9999,99.9999,Journeyman,"5 years",RENT,50000,RI
4000,"36 months",5.0000,99.9999,Receptionist,"8 years",OWN,40000,MD
10000,"60 months",9.9999,99.9999,"Service Technician","7 years",RENT,26000,TX
10000,"36 months",9.9999,99.9999,"Social worker","2 years",RENT,55000,RI
16000,"60 months",9.9999,99.9999,"Assistant Professor Clinical","1 year",MORTGAGE,90000,CT
2000,"36 months",9.9999,73.2600,"Installation tech","2 years",RENT,49000,NC
35000,"36 months",9.9999,99.9999,Teacher,"10+ years",MORTGAGE,102501,CA
20000,"36 months",6.4600,99.9999,"Senior Consultant","< 1 year",RENT,130000,NH
28000,"60 months",9.9999,99.9999,"Logistics Assistant","< 1 year",RENT,35360,NM
24000,"36 months",8.8100,99.9999,Veterinarian,"8 years",MORTGAGE,165000,OK
15000,"36 months",8.1900,99.9999,"""",n/a,RENT,60000,CA
10000,"36 months",9.9999,99.9999,"Service advisor","6 years",MORTGAGE,105000,TX
20000,"36 months",8.1900,99.9999,"""","< 1 year",MORTGAGE,57000,DE
9000,"36 months",9.9999,99.9999,"HR Manager","2 years",RENT,88000,OH
11000,"36 months",9.9999,99.9999,"""",n/a,RENT,39500,IN
15000,"36 months",8.1900,99.9999,"Senior Account Manager","3 years",RENT,72000,OH
21000,"60 months",9.9999,99.9999,"data entry","10+ years",MORTGAGE,125000,CA
20000,"36 months",6.4600,99.9999,"Office manager","2 years",MORTGAGE,60000,CA
40000,"36 months",9.9999,99.9999,"Combat medic","10+ years",RENT,84000,CA
35000,"36 months",8.8100,99.9999,""Vice President"," SAP Delivery"","1 year",0,cr
19000,"60 months",9.9999,99.9999,"Corrections officer","10+ years",MORTGAGE,102000,NV
6000,"36 months",9.9999,99.9999,"Director of Fleet","5 years",MORTGAGE,90000,MO
7150,"36 months",9.9999,99.9999,"Product Advisor Specialist","1 year",MORTGAGE,40000,TX
27200,"60 months",9.9999,99.9999,"Administrative Supervisor","10+ years",RENT,54254,GA
27500,"60 months",9.9999,99.9999,"Physician - Surgeon","4 years",MORTGAGE,400000,TX
7800,"36 months",9.9999,99.9999,"grounds crew chief","10+ years",MORTGAGE,93000,TX
15000,"36 months",5.0000,99.9999,owner,"10+ years",RENT,125000,CA
23000,"36 months",6.4600,99.9999,Professor,"10+ years",MORTGAGE,103000,MO
8000,"36 months",8.8100,99.9999,Sales,"< 1 year",RENT,120000,AZ
20000,"36 months",8.8100,99.9999,"""","< 1 year",OWN,45000,NY
12000,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,84000,OH
5000,"36 months",7.5600,99.9999,"Supply chain management","5 years",MORTGAGE,98000,TX
8000,"36 months",9.9999,99.9999,"ESL teacher","3 years",MORTGAGE,51320,VA
25000,"36 months",9.9999,99.9999,"Financial Advisor","10+ years",MORTGAGE,704000,NJ
25000,"60 months",9.9999,99.9999,Designer,"5 years",RENT,90000,CA
14225,"36 months",9.9999,99.9999,"Chief Engineer","2 years",MORTGAGE,142500,FL
22000,"60 months",9.9999,99.9999,"Business Development Manager","1 year",RENT,55000,FL
15400,"60 months",9.9999,99.9999,"Service Advisor","1 year",RENT,56810,WA
2500,"36 months",9.9999,97.3000,CNA,"5 years",OWN,33000,PA
10000,"36 months",8.8100,99.9999,"Registered Dental Assistant","2 years",RENT,55000,NJ
20000,"36 months",9.9999,99.9999,"Baptism/Wedding Coordinator","3 years",RENT,70000,FL
4800,"36 months",9.9999,99.9999,Realtor,"10+ years",RENT,80000,TX
7000,"36 months",9.9999,99.9999,"Appointment Clerk","10+ years",MORTGAGE,90000,CA
22400,"60 months",9.9999,99.9999,"police sergeant","6 years",MORTGAGE,145000,CA
6000,"36 months",9.9999,99.9999,Driver,"8 years",RENT,28390,CA
4800,"36 months",9.9999,99.9999,Steersman,"2 years",MORTGAGE,76000,FL
20000,"36 months",6.4600,99.9999,"""",n/a,RENT,54996,FL
16000,"36 months",5.0000,99.9999,psychologist,"6 years",MORTGAGE,83000,PA
30000,"60 months",9.9999,99.9999,"Fire Fighter","10+ years",MORTGAGE,98000,MD
18000,"36 months",7.5600,99.9999,"""","< 1 year",MORTGAGE,173000,FL
30000,"36 months",9.9999,99.9999,"Licensed Practical Nurse","< 1 year",OWN,60000,GA
15000,"60 months",8.1900,99.9999,"GM Finance","10+ years",MORTGAGE,160000,GA
20000,"60 months",9.9999,99.9999,Manager,"10+ years",MORTGAGE,57200,SC
2200,"36 months",9.9999,81.6800,"Irrigation Tech","10+ years",MORTGAGE,46500,CA
21600,"60 months",9.9999,99.9999,Pastor,"10+ years",OWN,95628,NJ
18000,"36 months",7.5600,99.9999,Owner,"10+ years",RENT,250000,MD
6000,"36 months",9.9999,99.9999,Courier,"2 years",RENT,32484,CA
5000,"36 months",9.9999,99.9999,"Clinical Staff Leader","10+ years",RENT,85000,TN
14000,"36 months",6.4600,99.9999,"Service Associate","2 years",RENT,45000,CA
16000,"36 months",7.5600,99.9999,"IT Engineer","1 year",MORTGAGE,152000,VA
11000,"36 months",9.9999,99.9999,"SITE MANAGER","10+ years",OWN,45000,KY
40000,"60 months",9.9999,99.9999,"Operations Manager","7 years",MORTGAGE,145000,TX
40000,"60 months",9.9999,99.9999,"Accounting Specialist","4 years",MORTGAGE,125000,ND
20000,"60 months",9.9999,99.9999,"Intake Specialist","5 years",RENT,85000,IN
12000,"36 months",6.4600,99.9999,"Guest experience leader","5 years",OWN,50000,WA
3000,"36 months",9.9999,97.2700,"Dental Asistant","4 years",RENT,40000,NY
20000,"60 months",9.9999,99.9999,"IT/Field Applications","10+ years",RENT,72500,WI
5000,"36 months",9.9999,99.9999,Server,"1 year",RENT,50000,TN
11000,"36 months",8.8100,99.9999,"pipe fitter","10+ years",OWN,75000,WI
25000,"36 months",6.4600,99.9999,Manager,"10+ years",RENT,117000,NC
4500,"36 months",8.8100,99.9999,"""","< 1 year",RENT,88000,CA
25000,"60 months",9.9999,99.9999,Attorney,"10+ years",MORTGAGE,164200,VA
15500,"36 months",5.0000,99.9999,"CLERICAL ASSOCIATE 3","10+ years",RENT,54000,NY
4000,"36 months",9.9999,99.9999,"Security Manager","10+ years",RENT,86000,NY
20000,"60 months",9.9999,99.9999,"Program Analyst","1 year",MORTGAGE,120000,MD
3200,"36 months",9.9999,99.9999,"""","< 1 year",RENT,40000,CA
8000,"36 months",9.9999,99.9999,Server,"10+ years",RENT,50000,OH
10000,"36 months",7.5600,99.9999,"Executive Assistant","4 years",RENT,200000,NY
10000,"60 months",8.1900,99.9999,"""",n/a,MORTGAGE,80000,WV
4000,"36 months",8.1900,99.9999,Managet,"2 years",MORTGAGE,89400,MD
9500,"36 months",9.9999,99.9999,"Customer Service Supervisor","1 year",OWN,26880,IL
4000,"36 months",5.0000,99.9999,"Biology professor","10+ years",MORTGAGE,67000,NY
25000,"36 months",9.9999,99.9999,"Information Security Specialis","2 years",RENT,130000,AZ
12000,"60 months",9.9999,99.9999,"Sales Manager","10+ years",MORTGAGE,220000,NC
6200,"36 months",6.4600,99.9999,"Financial Secretary","9 years",MORTGAGE,59900,DE
5000,"36 months",8.8100,99.9999,"""","2 years",OWN,22000,MO
11000,"60 months",9.9999,99.9999,"ems communications supervisor","10+ years",RENT,54000,NY
22000,"36 months",6.4600,99.9999,"Staff Software Developer","4 years",MORTGAGE,122000,GA
10000,"36 months",9.9999,99.9999,Floorlayer,"8 years",MORTGAGE,100000,NJ
10000,"36 months",6.4600,99.9999,Driver,"10+ years",MORTGAGE,75000,CA
5000,"36 months",9.9999,99.9999,Foreman,"10+ years",MORTGAGE,115000,NY
10000,"60 months",9.9999,99.9999,"Public Safety Officer","10+ years",RENT,40000,IL
8000,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,35000,CA
15000,"36 months",8.8100,99.9999,"Testing tech","5 years",RENT,65000,CA
17000,"60 months",9.9999,99.9999,"Insurance Agent","2 years",MORTGAGE,85000,GA
10000,"36 months",5.0000,99.9999,"CT/MRI Technologist","6 years",RENT,56000,FL
12500,"36 months",7.5600,99.9999,laborer,"10+ years",MORTGAGE,250000,MO
12950,"36 months",7.5600,99.9999,Teacher,"10+ years",MORTGAGE,55000,AZ
28000,"36 months",6.4600,99.9999,teacher,"10+ years",MORTGAGE,80000,NY
12000,"36 months",9.9999,99.9999,"Direct Support Assistant","4 years",RENT,47308,NY
20000,"36 months",9.9999,99.9999,Technician,"5 years",RENT,80000,CA
15000,"36 months",5.0000,99.9999,"""","< 1 year",MORTGAGE,60000,AZ
30000,"36 months",9.9999,99.9999,Supervisor,"7 years",MORTGAGE,80000,PA
30000,"36 months",9.9999,99.9999,"RN case manager","1 year",RENT,100000,OH
24000,"60 months",9.9999,99.9999,Coordinator,"3 years",MORTGAGE,86000,TX
25000,"60 months",9.9999,99.9999,"Physical Therapist","10+ years",RENT,102000,FL
13000,"36 months",9.9999,99.9999,"Petty Officer Third Class","4 years",RENT,55000,MD
12000,"36 months",6.4600,99.9999,Teacher,"5 years",MORTGAGE,110000,TX
21000,"36 months",8.8100,99.9999,"""","< 1 year",OWN,96200,PA
30000,"60 months",9.9999,99.9999,"Architect In Training","10+ years",MORTGAGE,78000,TX
10000,"36 months",9.9999,99.9999,"""",n/a,OWN,23903,PA
13000,"36 months",9.9999,99.9999,driver/warehouse,"1 year",RENT,19000,PA
5000,"36 months",9.9999,99.9999,"Customer Service Specialist","1 year",RENT,25440,ID
24000,"60 months",9.9999,99.9999,"Institution Safety Officer/pea","6 years",MORTGAGE,95000,NY
18000,"60 months",9.9999,99.9999,"""",n/a,RENT,0,CA
30500,"36 months",9.9999,99.9999,"Project Manager","10+ years",MORTGAGE,77000,CA
12500,"60 months",9.9999,99.9999,"surgical assistant","10+ years",MORTGAGE,80000,KY
30000,"36 months",9.9999,99.9999,"Tax Compliance Representative","10+ years",RENT,68500,CA
